Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
33.18675,57.78088,1087.4,0,
33.186757,57.780979,1087.4,0.009,
33.186763,57.781078,1087.5,0.018,
33.18677,57.781176,1087.5,0.028,
33.186777,57.781275,1087.7,0.037,
33.186784,57.781374,1088,0.046,
33.18679,57.781473,1088.3,0.055,2
33.186797,57.781571,1088.6,0.065,2
33.186804,57.78167,1088.9,0.074,2
33.18681,57.781769,1089.2,0.083,2
33.186817,57.781868,1089.5,0.092,2
33.186824,57.781967,1089.6,0.102,2
33.186831,57.782065,1089.5,0.111,2
33.186837,57.782164,1089.4,0.12,2
33.186844,57.782263,1089.3,0.129,2
33.186851,57.782362,1089.1,0.138,1
33.186857,57.782461,1089,0.148,1
33.186864,57.782559,1088.9,0.157,1
33.186871,57.782658,1088.7,0.166,0
33.186878,57.782757,1088.5,0.175,0
33.186884,57.782856,1088.2,0.185,-1
33.186891,57.782954,1088,0.194,-2
33.186898,57.783053,1087.7,0.203,-2
33.186904,57.783152,1087.4,0.212,-2
33.186911,57.783251,1087.1,0.222,-2
33.186918,57.78335,1087.1,0.231,-2
33.186925,57.783448,1087.3,0.24,-2
33.186931,57.783547,1087.4,0.249,-2
33.186938,57.783646,1087.6,0.259,-1
33.186945,57.783745,1087.7,0.268,-1
33.186951,57.783843,1087.8,0.277,-1
33.186958,57.783942,1088,0.286,0
33.186965,57.784041,1088.2,0.295,0
33.186972,57.78414,1088.3,0.305,1
33.186978,57.784239,1088.5,0.314,1
33.186985,57.784337,1088.6,0.323,1
33.186992,57.784436,1088.8,0.332,2
33.186998,57.784535,1089,0.342,2
33.187005,57.784634,1089.1,0.351,2
33.187012,57.784733,1089.5,0.36,2
33.187019,57.784831,1089.9,0.369,2
33.187025,57.78493,1090.3,0.379,2
33.187032,57.785029,1090.7,0.388,3
33.187039,57.785128,1091.1,0.397,3
33.187045,57.785226,1091.4,0.406,3
33.187052,57.785325,1091.8,0.415,3
33.187059,57.785424,1092.1,0.425,3
33.187066,57.785523,1092.3,0.434,3
33.187072,57.785622,1092.6,0.443,4
33.187079,57.78572,1092.8,0.452,4
33.187086,57.785819,1093.1,0.462,4
33.187092,57.785918,1093.3,0.471,3
33.187099,57.786017,1093.5,0.48,3
33.187106,57.786115,1093.4,0.489,3
33.187113,57.786214,1093.3,0.499,2
33.187119,57.786313,1093.2,0.508,2
33.187126,57.786412,1093.1,0.517,1
33.187133,57.786511,1093,0.526,1
33.187139,57.786609,1092.8,0.536,1
33.187146,57.786708,1092.7,0.545,0
33.187153,57.786807,1092.6,0.554,0
33.18716,57.786906,1092.4,0.563,-1
33.187166,57.787005,1092.3,0.572,-1
33.187173,57.787103,1092.1,0.582,-1
33.18718,57.787202,1092,0.591,-1
33.187186,57.787301,1091.8,0.6,-1
33.187193,57.7874,1091.6,0.609,-2
33.1872,57.787498,1091.5,0.619,-2
33.187206,57.787597,1091.4,0.628,-1
33.187213,57.787696,1091.4,0.637,-1
33.18722,57.787795,1091.3,0.646,-1
33.187227,57.787894,1091.2,0.656,-1
33.187233,57.787992,1091.1,0.665,-1
33.18724,57.788091,1091,0.674,-1
33.187247,57.78819,1091.1,0.683,-1
33.187253,57.788289,1091.1,0.692,-1
33.18726,57.788388,1091.2,0.702,-1
33.187267,57.788486,1091.3,0.711,0
33.187274,57.788585,1091.3,0.72,0
33.18728,57.788684,1091.4,0.729,0
33.187287,57.788783,1091.5,0.739,0
33.187294,57.788881,1091.7,0.748,0
33.1873,57.78898,1091.8,0.757,1
33.187307,57.789079,1092,0.766,1
33.187314,57.789178,1092.1,0.776,1
33.187321,57.789277,1092.3,0.785,1
33.187327,57.789375,1092.4,0.794,1
33.187334,57.789474,1092.6,0.803,1
33.187341,57.789573,1092.6,0.813,1
33.187347,57.789672,1092.6,0.822,1
33.187354,57.78977,1092.6,0.831,1
33.187361,57.789869,1092.6,0.84,1
33.187368,57.789968,1092.6,0.849,1
33.187374,57.790067,1092.6,0.859,1
33.187381,57.790166,1092.6,0.868,1
33.187388,57.790264,1092.8,0.877,1
33.187394,57.790363,1092.9,0.886,1
33.187401,57.790462,1093,0.896,1
