Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
14.22418,108.35781,1428.8,0,
14.22418,108.357969,1425.3,0.017,
14.22418,108.358128,1421.7,0.034,
14.22418,108.358287,1417.2,0.051,
14.22418,108.358445,1412.6,0.069,
14.22418,108.358604,1407.9,0.086,
14.22418,108.358763,1403.3,0.103,-25
14.22418,108.358922,1397.4,0.12,-27
14.22418,108.359081,1390.5,0.137,-30
14.22418,108.35924,1383.5,0.154,-33
14.22418,108.359399,1376.6,0.171,-35
14.22418,108.359557,1369.5,0.189,-37
14.22418,108.359716,1361.7,0.206,-40
14.22418,108.359875,1354,0.223,-42
14.22418,108.360034,1346.2,0.24,-43
14.22418,108.360193,1338.5,0.257,-44
14.22418,108.360352,1331.8,0.274,-44
14.22418,108.360511,1325.2,0.291,-43
14.22418,108.36067,1318.7,0.309,-42
14.22418,108.360828,1312.1,0.326,-41
14.22418,108.360987,1305.3,0.343,-40
14.22418,108.361146,1298.3,0.36,-39
14.22418,108.361305,1291.2,0.377,-39
14.22418,108.361464,1284.2,0.394,-40
14.22418,108.361623,1277.4,0.411,-40
14.22418,108.361782,1271.4,0.429,-40
14.22418,108.36194,1265.5,0.446,-39
14.22418,108.362099,1259.6,0.463,-38
14.22418,108.362258,1253.7,0.48,-37
14.22418,108.362417,1246.4,0.497,-37
14.22418,108.362576,1239,0.514,-37
14.22418,108.362735,1231.6,0.531,-39
14.22418,108.362894,1224.1,0.549,-40
14.22418,108.363052,1216,0.566,-42
14.22418,108.363211,1207.4,0.583,-45
14.22418,108.36337,1198.7,0.6,-46
14.22418,108.363529,1190.1,0.617,-48
14.22418,108.363688,1181.1,0.634,-49
14.22418,108.363847,1171.5,0.651,-51
14.22418,108.364006,1161.8,0.669,-53
14.22418,108.364165,1152.1,0.686,-54
14.22418,108.364323,1142.4,0.703,-55
14.22418,108.364482,1132.9,0.72,-56
14.22418,108.364641,1123.5,0.737,-56
14.22418,108.3648,1114,0.754,-56
14.22418,108.364959,1104.6,0.771,-56
14.224181,108.365118,1097,0.789,-54
14.224181,108.365277,1090.7,0.806,-50
14.224181,108.365435,1084.4,0.823,-47
14.224181,108.365594,1078.1,0.84,-44
14.224181,108.365753,1072.3,0.857,-41
14.224181,108.365912,1068.1,0.874,-35
14.224181,108.366071,1063.8,0.891,-32
14.224181,108.36623,1059.6,0.909,-30
14.224181,108.366389,1055.3,0.926,-28
14.224181,108.366547,1056,0.943,-21
14.224181,108.366706,1056.8,0.96,-15
14.224181,108.366865,1057.6,0.977,-10
14.224181,108.367024,1058.4,0.994,-5
14.224181,108.367183,1061.2,1.011,2
14.224181,108.367342,1065.2,1.029,10
14.224181,108.367501,1069.1,1.046,13
14.224181,108.367659,1073,1.063,16
14.224181,108.367818,1076.9,1.08,19
14.224181,108.367977,1080.5,1.097,21
14.224181,108.368136,1084.1,1.114,22
14.224181,108.368295,1087.7,1.131,22
14.224181,108.368454,1091.3,1.149,22
14.224181,108.368613,1093.8,1.166,20
14.224181,108.368772,1096.2,1.183,19
14.224181,108.36893,1098.6,1.2,18
14.224181,108.369089,1101.1,1.217,17
14.224181,108.369248,1105.8,1.234,18
14.224181,108.369407,1111.6,1.251,20
14.224181,108.369566,1117.4,1.269,23
14.224181,108.369725,1123.2,1.286,26
14.224181,108.369884,1129.1,1.303,30
14.224181,108.370042,1135,1.32,33
14.224181,108.370201,1141,1.337,34
14.224181,108.37036,1147,1.354,34
14.224181,108.370519,1152.9,1.371,35
14.224181,108.370678,1158.6,1.389,34
14.224181,108.370837,1164.3,1.406,34
14.224181,108.370996,1170,1.423,34
14.224181,108.371154,1175.6,1.44,34
14.224181,108.371313,1182,1.457,34
14.224181,108.371472,1188.6,1.474,35
14.224181,108.371631,1195.3,1.491,36
14.224181,108.37179,1201.9,1.509,37
14.224181,108.371949,1209.4,1.526,38
14.224181,108.372108,1218.4,1.543,42
14.224181,108.372267,1227.3,1.56,44
14.224181,108.372425,1236.2,1.577,46
14.224181,108.372584,1245.1,1.594,48
14.224181,108.372743,1253.2,1.611,50
14.224181,108.372902,1261.3,1.629,50
14.224181,108.373061,1269.3,1.646,50
14.224181,108.37322,1277.4,1.663,49
14.224181,108.373379,1284.4,1.68,47
14.224181,108.373537,1291.1,1.697,45
14.224181,108.373696,1297.7,1.714,43
14.224181,108.373855,1304.3,1.731,42
14.224181,108.374014,1309.6,1.749,39
14.224181,108.374173,1313.1,1.766,35
14.224181,108.374332,1316.5,1.783,31
14.224181,108.374491,1320,1.8,28
14.224181,108.374649,1322.9,1.817,25
14.224181,108.374808,1321.5,1.834,17
14.224181,108.374967,1320.1,1.851,10
14.224181,108.375126,1318.7,1.869,6
14.224181,108.375285,1317.3,1.886,1
14.224181,108.375444,1312.7,1.903,-7
14.224181,108.375603,1307.1,1.92,-15
14.224181,108.375761,1301.5,1.937,-19
14.224181,108.37592,1295.9,1.954,-24
14.224181,108.376079,1290.1,1.971,-28
14.224181,108.376238,1283.9,1.989,-32
14.224181,108.376397,1277.8,2.006,-34
14.224181,108.376556,1271.7,2.023,-34
14.224181,108.376715,1265.8,2.04,-35
14.224181,108.376874,1261.4,2.057,-34
14.224181,108.377032,1257,2.074,-32
14.224181,108.377191,1252.7,2.091,-30
14.224181,108.37735,1248.3,2.109,-29
14.224181,108.377509,1244.2,2.126,-27
14.224181,108.377668,1240.2,2.143,-25
14.224181,108.377827,1236.2,2.16,-24
14.224181,108.377986,1232.2,2.177,-24
14.224181,108.378144,1227.8,2.194,-24
14.224181,108.378303,1222.8,2.211,-25
14.224181,108.378462,1217.9,2.229,-26
14.224181,108.378621,1213,2.246,-26
14.224181,108.37878,1208,2.263,-27
14.224181,108.378939,1202.3,2.28,-29
14.224181,108.379098,1196.6,2.297,-30
14.224181,108.379256,1190.9,2.314,-31
14.224181,108.379415,1185.2,2.331,-32
14.224181,108.379574,1178.9,2.349,-33
14.224181,108.379733,1172.6,2.366,-34
14.224181,108.379892,1166.3,2.383,-35
14.224181,108.380051,1160,2.4,-36
14.224181,108.38021,1153.8,2.417,-36
14.224181,108.380369,1147.6,2.434,-36
14.224181,108.380527,1141.5,2.451,-36
14.224181,108.380686,1135.3,2.468,-36
14.224181,108.380845,1128.3,2.486,-37
14.224181,108.381004,1117.7,2.503,-41
14.224181,108.381163,1107.1,2.52,-45
14.224181,108.381322,1096.5,2.537,-50
14.224181,108.381481,1085.9,2.554,-54
14.224181,108.381639,1077,2.571,-57
14.224181,108.381798,1068.5,2.588,-58
14.224181,108.381957,1059.9,2.606,-56
14.224181,108.382116,1051.4,2.623,-54
14.224181,108.382275,1045.3,2.64,-50
14.224181,108.382434,1041.3,2.657,-43
14.224181,108.382593,1037.3,2.674,-39
14.224181,108.382751,1033.3,2.691,-34
14.224181,108.38291,1030.5,2.708,-29
14.224181,108.383069,1031.9,2.726,-19
14.224181,108.383228,1033.4,2.743,-12
14.224181,108.383387,1034.8,2.76,-6
14.224181,108.383546,1036.2,2.777,-1
14.224181,108.383705,1041.6,2.794,8
14.224181,108.383863,1047.4,2.811,16
14.224181,108.384022,1053.2,2.828,21
14.224181,108.384181,1059,2.846,25
14.224181,108.38434,1065.7,2.863,30
14.224181,108.384499,1073,2.88,36
14.224181,108.384658,1080.4,2.897,38
14.224181,108.384817,1087.7,2.914,39
14.224181,108.384976,1095.1,2.931,41
14.224181,108.385134,1102.5,2.948,42
