Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
-33.77332,151.10659,78.1,2.019,-2
-33.7736,151.1063,76.4,2.061,-4
-33.77365,151.10625,76.3,2.068,-4
-33.77382,151.10608,76.4,2.092,-3
-33.77393,151.10595,76.8,2.11,-2
-33.77406,151.10582,78,2.128,0
-33.77454,151.10532,79.1,2.199,3
-33.77468,151.10516,79.1,2.221,2
-33.7751,151.10473,78.8,2.282,1
-33.77531,151.10505,75.3,2.32,-3
-33.77559,151.10547,74.1,2.37,-3
-33.77601,151.10604,71.6,2.44,-3
-33.77612,151.10619,72,2.459,-2
-33.776425,151.10661,74.5,2.51,0
-33.77673,151.10703,77.8,2.562,6
-33.77695,151.10733,80.3,2.599,6
-33.77701,151.10741,80.7,2.609,6
-33.7771,151.10754,82.1,2.624,7
-33.77733,151.10783,82.2,2.661,5
-33.77754,151.1081,82.9,2.696,4
-33.77766,151.10826,82.4,2.716,2
-33.77796,151.10868,82,2.767,0
-33.77852,151.10946,77.2,2.862,-4
-33.77886,151.10994,72.9,2.921,-6
-33.7792,151.11042,68.9,2.979,-7
-33.77976,151.11117,68.2,3.072,-3
-33.7799,151.11137,69.5,3.096,1
-33.77997,151.11145,70,3.107,1
-33.78006,151.11158,70.5,3.123,1
-33.78014,151.11168,71.4,3.136,2
-33.78038,151.11201,74,3.176,6
-33.78059,151.1123,75.3,3.212,5
-33.78067,151.11242,75.4,3.226,5
-33.78084,151.11266,75.7,3.255,4
-33.78103,151.11293,75.6,3.288,1
-33.78129,151.11331,75.1,3.334,0
-33.78152,151.11363,74,3.373,-1
-33.78155,151.11368,73.7,3.378,-2
-33.78157,151.1137,73.7,3.381,-2
-33.78168,151.11359,74.2,3.397,-1
-33.78184,151.11338,74.9,3.424,0
-33.78194,151.11319,78,3.444,3
-33.78207,151.11302,78,3.466,2
-33.78219,151.11289,77.8,3.484,4
-33.78221,151.11287,77.9,3.487,4
-33.7823,151.11278,78.4,3.5,4
-33.78263,151.1124,80.7,3.55,3
-33.78269,151.11234,80.6,3.559,2
-33.7832,151.11181,76.2,3.634,-2
-33.78325,151.11181,75.5,3.64,-2
-33.7834,151.11166,72.9,3.661,-8
-33.78341,151.11167,72.8,3.663,-8
-33.78342,151.11167,72.7,3.664,-8
-33.78343,151.11167,72.6,3.665,-8
-33.78344,151.11167,72.6,3.666,-8
-33.78345,151.11167,72.5,3.667,-8
-33.78345,151.11166,72.5,3.668,-7
-33.78346,151.11166,72.5,3.669,-7
-33.78346,151.11165,72.6,3.67,-7
-33.78347,151.11165,72.5,3.671,-7
-33.78347,151.11164,72.6,3.672,-7
-33.78348,151.11164,72.6,3.673,-7
-33.78348,151.11163,72.6,3.674,-7
-33.78348,151.11162,72.7,3.675,-7
-33.78348,151.11161,72.8,3.676,-7
-33.78349,151.11161,72.8,3.677,-7
-33.78349,151.1116,72.9,3.678,-7
-33.78349,151.11159,73,3.679,-6
-33.78349,151.11158,73.1,3.68,-6
-33.78348,151.11158,73.1,3.681,-6
-33.78348,151.11157,73.2,3.682,-6
-33.78355,151.11147,73.4,3.694,-5
-33.78357,151.11141,73.3,3.7,-5
-33.78381,151.11114,74.2,3.737,-2
-33.78393,151.11101,74,3.755,-1
-33.78403,151.11089,74,3.771,1
-33.78447,151.11042,70.4,3.836,-2
-33.78506,151.10977,70.8,3.925,-2
-33.78542,151.10939,71.3,3.978,1
-33.78578,151.10901,69.3,4.032,-1
-33.7858,151.10901,69.2,4.034,-2
-33.78591,151.10893,67.8,4.048,-2
-33.78592,151.10894,67.9,4.05,-2
-33.78593,151.10894,67.8,4.051,-2
-33.78594,151.10894,67.7,4.052,-2
-33.78595,151.10894,67.7,4.053,-2
-33.78597,151.10898,67.9,4.057,-2
-33.78599,151.10901,67.8,4.061,-2
-33.78601,151.10904,67.7,4.064,-2
-33.78604,151.10906,67.1,4.068,-3
-33.78607,151.10908,66.6,4.072,-3
-33.78617,151.10921,65.4,4.088,-5
-33.78669,151.1099,61.5,4.175,-5
-33.78696,151.11025,57.9,4.219,-6
-33.78744,151.11089,54.6,4.299,-6
-33.78748,151.11094,55,4.305,-5
-33.78749,151.11097,55.2,4.308,-5
-33.78746,151.111,55.9,4.312,-4
-33.78743,151.11104,56.4,4.317,-4
-33.7874,151.11108,56.5,4.322,-1
-33.78737,151.11113,56,4.328,-2
-33.78735,151.11117,55.7,4.332,-2
-33.78732,151.11123,55.6,4.339,-2
-33.7873,151.11129,55.9,4.345,-2
-33.78728,151.11136,56.2,4.352,-1
-33.78726,151.11142,56.4,4.358,-1
-33.78725,151.11149,56.2,4.364,-1
-33.78724,151.11156,55.8,4.371,-1
-33.78724,151.11164,55.4,4.378,-2
-33.78724,151.11172,55.4,4.386,-1
-33.78725,151.11179,55.6,4.392,-1
-33.78728,151.11186,55.6,4.399,1
-33.78728,151.11192,55.3,4.405,1
-33.78728,151.11198,54.7,4.411,0
-33.78727,151.11204,54.5,4.416,-1
-33.78727,151.11211,54.4,4.423,-2
-33.78726,151.11217,54.5,4.428,-2
-33.78725,151.11222,54.6,4.433,-1
