Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
60.75171,91.55542,548.4,0,
60.751636,91.555567,548.4,0.011,
60.751563,91.555714,548.1,0.023,
60.751489,91.555861,547.9,0.034,
60.751415,91.556007,547.8,0.046,
60.751342,91.556154,547.7,0.057,
60.751268,91.556301,547.6,0.069,-1
60.751194,91.556448,547.4,0.08,-1
60.751121,91.556595,547.1,0.092,-1
60.751047,91.556742,546.8,0.103,-2
60.750973,91.556889,546.5,0.114,-2
60.7509,91.557036,546.1,0.126,-2
60.750826,91.557182,545.8,0.137,-2
60.750752,91.557329,545.5,0.149,-2
60.750679,91.557476,545,0.16,-3
60.750605,91.557623,544.6,0.172,-3
60.750531,91.55777,544.3,0.183,-3
60.750458,91.557917,544,0.195,-3
60.750384,91.558064,543.7,0.206,-3
60.75031,91.55821,543.5,0.218,-3
60.750237,91.558357,543.4,0.229,-3
60.750163,91.558504,543.2,0.24,-3
60.750089,91.558651,543.1,0.252,-2
60.750016,91.558798,543.1,0.263,-2
60.749942,91.558945,543.1,0.275,-1
60.749868,91.559092,543.1,0.286,-1
60.749795,91.559238,543,0.298,-1
60.749721,91.559385,542.8,0.309,-1
60.749647,91.559532,542.8,0.321,-1
60.749574,91.559679,542.8,0.332,-1
60.7495,91.559826,542.9,0.343,0
60.749426,91.559973,542.8,0.355,0
60.749353,91.56012,542.7,0.366,0
60.749279,91.560266,542.3,0.378,-1
60.749205,91.560413,542.1,0.389,-1
60.749132,91.56056,541.8,0.401,-1
60.749058,91.560707,541.6,0.412,-1
60.748984,91.560854,541.4,0.424,-1
60.748911,91.561001,541,0.435,-2
60.748837,91.561147,540.7,0.446,-2
60.748763,91.561294,540.4,0.458,-2
60.74869,91.561441,540.1,0.469,-2
60.748616,91.561588,540,0.481,-2
60.748542,91.561735,539.9,0.492,-2
60.748469,91.561882,539.8,0.504,-2
60.748395,91.562028,539.7,0.515,-2
60.748321,91.562175,539.5,0.527,-2
60.748248,91.562322,539.4,0.538,-2
60.748174,91.562469,539.4,0.55,-1
60.7481,91.562616,539.3,0.561,-1
60.748027,91.562763,539.4,0.572,-1
60.747953,91.56291,539.4,0.584,-1
60.747879,91.563056,539.4,0.595,0
60.747805,91.563203,539.4,0.607,0
60.747732,91.56335,539.4,0.618,0
60.747658,91.563497,539.4,0.63,0
60.747584,91.563644,539.4,0.641,0
60.747511,91.563791,539.3,0.653,0
