Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
53.73054,-104.59422,474,0,
53.730466,-104.594225,474,0.008,
53.730392,-104.594229,474,0.017,
53.730318,-104.594234,474,0.025,
53.730244,-104.594239,474,0.033,
53.730169,-104.594244,474,0.041,
53.730095,-104.594248,474,0.05,0
53.730021,-104.594253,474,0.058,0
53.729947,-104.594258,474,0.066,0
53.729873,-104.594262,474,0.074,0
53.729799,-104.594267,473.8,0.083,0
53.729725,-104.594272,473.3,0.091,-1
53.729651,-104.594276,473,0.099,-1
53.729576,-104.594281,473,0.107,-1
53.729502,-104.594286,473,0.116,-1
53.729428,-104.594291,473,0.124,-1
53.729354,-104.594295,473,0.132,-1
53.72928,-104.5943,473,0.14,-1
53.729206,-104.594305,473,0.149,-1
53.729132,-104.594309,473,0.157,-1
53.729058,-104.594314,473,0.165,-1
53.728984,-104.594319,473,0.173,-1
53.728909,-104.594324,473,0.182,-1
53.728835,-104.594328,473,0.19,-1
53.728761,-104.594333,473,0.198,0
53.728687,-104.594338,473,0.206,0
53.728613,-104.594342,473,0.215,0
53.728539,-104.594347,473,0.223,0
53.728465,-104.594352,473,0.231,0
53.728391,-104.594357,473,0.239,0
53.728316,-104.594361,473,0.248,0
53.728242,-104.594366,473,0.256,0
53.728168,-104.594371,473,0.264,0
53.728094,-104.594375,473,0.272,0
53.72802,-104.59438,473,0.281,0
53.727946,-104.594385,473,0.289,0
53.727872,-104.594389,473,0.297,0
53.727798,-104.594394,473,0.305,0
53.727724,-104.594399,473,0.314,0
53.727649,-104.594404,473,0.322,0
53.727575,-104.594408,473,0.33,0
53.727501,-104.594413,473,0.339,0
53.727427,-104.594418,473,0.347,0
53.727353,-104.594422,473,0.355,0
53.727279,-104.594427,473,0.363,0
53.727205,-104.594432,473,0.372,0
53.727131,-104.594437,473,0.38,0
53.727056,-104.594441,473,0.388,0
53.726982,-104.594446,473,0.396,0
53.726908,-104.594451,473,0.405,0
53.726834,-104.594455,473,0.413,0
53.72676,-104.59446,473,0.421,0
53.726686,-104.594465,473,0.429,0
53.726612,-104.59447,473,0.438,0
53.726538,-104.594474,473,0.446,0
53.726464,-104.594479,473,0.454,0
53.726389,-104.594484,473,0.462,0
53.726315,-104.594488,473,0.471,0
53.726241,-104.594493,473,0.479,0
53.726167,-104.594498,473,0.487,0
53.726093,-104.594502,473,0.495,0
53.726019,-104.594507,473,0.504,0
53.725945,-104.594512,473,0.512,0
53.725871,-104.594517,473,0.52,0
53.725796,-104.594521,473,0.528,0
53.725722,-104.594526,473,0.537,0
53.725648,-104.594531,473,0.545,0
53.725574,-104.594535,473,0.553,0
53.7255,-104.59454,473,0.561,0
53.725426,-104.594545,473,0.57,0
53.725352,-104.59455,473,0.578,0
53.725278,-104.594554,473,0.586,0
53.725204,-104.594559,473,0.594,0
53.725129,-104.594564,473,0.603,0
53.725055,-104.594568,473,0.611,0
53.724981,-104.594573,473,0.619,0
53.724907,-104.594578,473,0.627,0
53.724833,-104.594582,473,0.636,0
53.724759,-104.594587,473,0.644,0
53.724685,-104.594592,473,0.652,0
53.724611,-104.594597,472.9,0.661,0
53.724536,-104.594601,472.7,0.669,0
53.724462,-104.594606,472.5,0.677,0
53.724388,-104.594611,472.2,0.685,-1
53.724314,-104.594615,472,0.694,-1
53.72424,-104.59462,472,0.702,-1
53.724166,-104.594625,472,0.71,-1
53.724092,-104.59463,472,0.718,-1
53.724018,-104.594634,472,0.727,-1
53.723944,-104.594639,472,0.735,-1
53.723869,-104.594644,472,0.743,-1
53.723795,-104.594648,472,0.751,-1
53.723721,-104.594653,472,0.76,-1
53.723647,-104.594658,472,0.768,-1
53.723573,-104.594662,472,0.776,-1
53.723499,-104.594667,472,0.784,0
53.723425,-104.594672,472,0.793,0
53.723351,-104.594677,472,0.801,0
53.723276,-104.594681,472,0.809,0
53.723202,-104.594686,472,0.817,0
53.723128,-104.594691,472,0.826,0
53.723054,-104.594695,472,0.834,0
53.72298,-104.5947,472,0.842,0
53.722906,-104.594705,472,0.85,0
53.722832,-104.59471,472,0.859,0
53.722758,-104.594714,472,0.867,0
53.722684,-104.594719,472,0.875,0
53.722609,-104.594724,472,0.883,0
53.722535,-104.594728,472,0.892,0
53.722461,-104.594733,472,0.9,0
53.722387,-104.594738,472,0.908,0
53.722313,-104.594742,472,0.916,0
53.722239,-104.594747,472,0.925,0
53.722165,-104.594752,472,0.933,0
53.722091,-104.594757,472,0.941,0
53.722016,-104.594761,472,0.95,0
53.721942,-104.594766,472,0.958,0
53.721868,-104.594771,472,0.966,0
53.721794,-104.594775,472,0.974,0
53.72172,-104.59478,472,0.983,0
53.721646,-104.594785,472,0.991,0
53.721572,-104.59479,471.8,0.999,0
53.721498,-104.594794,471.4,1.007,-1
53.721424,-104.594799,471,1.016,-1
53.721349,-104.594804,471,1.024,-1
53.721275,-104.594808,471,1.032,-1
53.721201,-104.594813,471,1.04,-1
53.721127,-104.594818,471,1.049,-1
53.721053,-104.594822,471,1.057,-1
53.720979,-104.594827,471,1.065,-1
53.720905,-104.594832,471,1.073,-1
53.720831,-104.594837,471,1.082,-1
53.720756,-104.594841,471,1.09,-1
53.720682,-104.594846,471,1.098,-1
53.720608,-104.594851,470.9,1.106,-1
53.720534,-104.594855,470.6,1.115,-1
53.72046,-104.59486,470.3,1.123,-1
53.720386,-104.594865,470,1.131,-1
53.720312,-104.59487,470,1.139,-1
53.720238,-104.594874,470,1.148,-1
53.720164,-104.594879,470,1.156,-1
53.720089,-104.594884,470,1.164,-1
53.720015,-104.594888,470,1.172,-1
53.719941,-104.594893,470,1.181,-1
53.719867,-104.594898,470,1.189,-1
53.719793,-104.594902,470,1.197,-1
53.719719,-104.594907,470,1.205,-1
53.719645,-104.594912,470,1.214,-1
53.719571,-104.594917,470,1.222,-1
53.719496,-104.594921,470,1.23,0
53.719422,-104.594926,470,1.238,0
53.719348,-104.594931,470,1.247,0
53.719274,-104.594935,470,1.255,0
53.7192,-104.59494,470,1.263,0
53.719126,-104.594945,470,1.272,0
53.719052,-104.59495,470,1.28,0
53.718978,-104.594954,470.3,1.288,0
53.718904,-104.594959,470.7,1.296,1
53.718829,-104.594964,471,1.305,1
53.718755,-104.594968,471,1.313,1
53.718681,-104.594973,471,1.321,1
53.718607,-104.594978,471,1.329,1
53.718533,-104.594982,471,1.338,1
53.718459,-104.594987,471,1.346,1
53.718385,-104.594992,471,1.354,1
53.718311,-104.594997,471,1.362,1
53.718236,-104.595001,471,1.371,1
53.718162,-104.595006,471,1.379,1
53.718088,-104.595011,471,1.387,1
53.718014,-104.595015,471,1.395,1
53.71794,-104.59502,471,1.404,0
53.717866,-104.595025,471,1.412,0
53.717792,-104.59503,471.2,1.42,0
53.717718,-104.595034,471.6,1.428,1
53.717644,-104.595039,472,1.437,1
53.717569,-104.595044,472,1.445,1
53.717495,-104.595048,472,1.453,1
53.717421,-104.595053,472,1.461,1
53.717347,-104.595058,472,1.47,1
53.717273,-104.595062,472,1.478,1
53.717199,-104.595067,472,1.486,1
53.717125,-104.595072,472,1.494,1
53.717051,-104.595077,472,1.503,1
53.716976,-104.595081,472,1.511,1
53.716902,-104.595086,472,1.519,1
53.716828,-104.595091,472,1.527,1
53.716754,-104.595095,472,1.536,0
53.71668,-104.5951,472,1.544,0
53.716606,-104.595105,472,1.552,0
53.716532,-104.59511,472,1.56,0
53.716458,-104.595114,472,1.569,0
53.716384,-104.595119,472,1.577,0
53.716309,-104.595124,472,1.585,0
53.716235,-104.595128,472,1.594,0
53.716161,-104.595133,472,1.602,0
53.716087,-104.595138,472,1.61,0
53.716013,-104.595142,472,1.618,0
53.715939,-104.595147,472,1.627,0
53.715865,-104.595152,472,1.635,0
53.715791,-104.595157,472,1.643,0
53.715716,-104.595161,472,1.651,0
53.715642,-104.595166,472,1.66,0
53.715568,-104.595171,472.1,1.668,0
53.715494,-104.595175,472.6,1.676,1
53.71542,-104.59518,473,1.684,1
53.715346,-104.595185,473,1.693,1
53.715272,-104.595189,473,1.701,1
53.715198,-104.595194,473,1.709,1
53.715124,-104.595199,473,1.717,1
53.715049,-104.595204,473,1.726,1
53.714975,-104.595208,473,1.734,1
53.714901,-104.595213,473,1.742,1
53.714827,-104.595218,473,1.75,1
53.714753,-104.595222,473,1.759,1
53.714679,-104.595227,473,1.767,1
53.714605,-104.595232,473,1.775,1
53.714531,-104.595237,473,1.783,0
53.714456,-104.595241,473,1.792,0
53.714382,-104.595246,473,1.8,0
53.714308,-104.595251,473,1.808,0
53.714234,-104.595255,473,1.816,0
53.71416,-104.59526,473,1.825,0
53.714086,-104.595265,473,1.833,0
53.714012,-104.595269,473,1.841,0
53.713938,-104.595274,473,1.849,0
53.713864,-104.595279,473,1.858,0
53.713789,-104.595284,473,1.866,0
53.713715,-104.595288,473,1.874,0
53.713641,-104.595293,473,1.882,0
53.713567,-104.595298,473,1.891,0
53.713493,-104.595302,473,1.899,0
53.713419,-104.595307,473,1.907,0
53.713345,-104.595312,473,1.916,0
53.713271,-104.595317,473,1.924,0
53.713196,-104.595321,473,1.932,0
53.713122,-104.595326,473,1.94,0
