Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
23.73155,121.17585,2114.9,0,
23.731672,121.175835,2119.6,0.014,
23.731794,121.17582,2124.4,0.027,
23.731916,121.175806,2130.4,0.041,
23.732038,121.175791,2137.3,0.055,
23.73216,121.175776,2144.3,0.068,
23.732282,121.175761,2151.3,0.082,44
23.732404,121.175747,2158.2,0.096,45
23.732526,121.175732,2165,0.109,46
23.732648,121.175717,2169,0.123,45
23.73277,121.175702,2173,0.137,44
23.732892,121.175687,2177,0.15,43
23.733014,121.175673,2181.1,0.164,40
23.733136,121.175658,2185.2,0.178,37
23.733258,121.175643,2188.8,0.191,34
23.73338,121.175628,2191.5,0.205,30
23.733502,121.175614,2194.3,0.219,27
23.733624,121.175599,2197.1,0.232,26
23.733746,121.175584,2200,0.246,25
23.733868,121.175569,2202.9,0.26,24
23.73399,121.175554,2204.5,0.273,21
23.734112,121.17554,2205.6,0.287,19
23.734234,121.175525,2206.8,0.301,16
23.734356,121.17551,2208,0.314,15
23.734478,121.175495,2209.2,0.328,14
23.7346,121.17548,2210.2,0.342,12
23.734722,121.175466,2208.7,0.355,8
23.734844,121.175451,2207.1,0.369,4
23.734966,121.175436,2205.6,0.383,1
23.735088,121.175421,2204.1,0.396,-1
23.73521,121.175407,2202.6,0.41,-4
23.735332,121.175392,2199.8,0.424,-7
23.735454,121.175377,2195.6,0.437,-12
23.735576,121.175362,2191.4,0.451,-17
23.735698,121.175347,2187.1,0.465,-20
23.73582,121.175333,2182.8,0.478,-22
23.735942,121.175318,2178.4,0.492,-25
23.736064,121.175303,2172.7,0.506,-29
23.736186,121.175288,2166.8,0.519,-33
23.736308,121.175274,2160.8,0.533,-36
23.73643,121.175259,2154.6,0.547,-38
23.736552,121.175244,2148.4,0.56,-39
23.736674,121.175229,2142.7,0.574,-41
23.736796,121.175214,2139.4,0.588,-40
23.736918,121.1752,2136,0.601,-39
23.73704,121.175185,2132.6,0.615,-37
23.737162,121.17517,2129.1,0.629,-34
23.737284,121.175155,2125.6,0.642,-32
23.737406,121.17514,2123.3,0.656,-29
23.737528,121.175126,2122,0.67,-24
23.73765,121.175111,2120.8,0.683,-20
23.737772,121.175096,2119.5,0.697,-18
23.737894,121.175081,2118.3,0.711,-16
23.738016,121.175067,2117.2,0.724,-14
23.738138,121.175052,2116.4,0.738,-12
23.73826,121.175037,2115.7,0.752,-9
23.738382,121.175022,2115.2,0.765,-7
23.738504,121.175007,2114.7,0.779,-7
23.738626,121.174993,2114.5,0.793,-6
23.738748,121.174978,2114.5,0.806,-5
