Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
35.53551,-99.76084,714.9,0,
35.535516,-99.76074,714.8,0.009,
35.535523,-99.760641,714.8,0.018,
35.535529,-99.760541,714.8,0.027,
35.535536,-99.760441,714.9,0.036,
35.535542,-99.760342,715.4,0.045,
35.535549,-99.760242,715.8,0.054,2
35.535555,-99.760142,715.7,0.063,1
35.535562,-99.760043,716.1,0.072,2
35.535568,-99.759943,717,0.081,3
35.535575,-99.759844,717.3,0.091,3
35.535581,-99.759744,717.9,0.1,3
35.535588,-99.759644,717.9,0.109,3
35.535594,-99.759545,717.7,0.118,3
35.535601,-99.759445,716.9,0.127,2
35.535607,-99.759345,715.6,0.136,1
35.535614,-99.759246,714.8,0.145,0
35.53562,-99.759146,713.8,0.154,-2
35.535627,-99.759046,712.3,0.163,-3
35.535633,-99.758947,712.5,0.172,-3
35.53564,-99.758847,712.7,0.181,-3
35.535646,-99.758747,712.4,0.19,-4
35.535653,-99.758648,711.9,0.199,-5
35.535659,-99.758548,711.8,0.208,-6
35.535666,-99.758449,712.1,0.217,-5
35.535672,-99.758349,712.7,0.226,-5
35.535678,-99.758249,712.8,0.235,-4
35.535685,-99.75815,712.7,0.244,-3
35.535691,-99.75805,712.4,0.254,-2
35.535698,-99.75795,712,0.263,-2
35.535704,-99.757851,712,0.272,0
35.535711,-99.757751,711.9,0.281,0
35.535717,-99.757651,711.6,0.29,-1
35.535724,-99.757552,711.4,0.299,-1
35.53573,-99.757452,711.4,0.308,0
35.535737,-99.757352,711.2,0.317,-1
35.535743,-99.757253,711.1,0.326,-1
35.53575,-99.757153,711.1,0.335,-1
35.535756,-99.757053,711.4,0.344,-1
35.535763,-99.756954,711.6,0.353,-1
35.535769,-99.756854,711.9,0.362,0
35.535776,-99.756755,712.2,0.371,0
35.535782,-99.756655,711.9,0.38,0
35.535789,-99.756555,711.7,0.389,0
35.535795,-99.756456,711.6,0.398,0
35.535802,-99.756356,711.7,0.407,0
35.535808,-99.756256,711.6,0.417,0
35.535815,-99.756157,711.2,0.426,0
35.535821,-99.756057,711,0.435,0
35.535827,-99.755957,710.9,0.444,0
35.535834,-99.755858,711.1,0.453,0
35.53584,-99.755758,711.4,0.462,0
35.535847,-99.755658,711.6,0.471,0
