Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
25.67421,39.31183,755.5,0,
25.67414,39.311841,754.8,0.008,
25.674071,39.311853,754.1,0.016,
25.674001,39.311864,753.5,0.024,
25.673931,39.311875,752.8,0.031,
25.673861,39.311886,752.2,0.039,
25.673792,39.311898,751.6,0.047,-8
25.673722,39.311909,750.9,0.055,-8
25.673652,39.31192,750.5,0.063,-8
25.673582,39.311931,750.6,0.071,-7
25.673513,39.311943,750.6,0.078,-6
25.673443,39.311954,750.6,0.086,-6
25.673373,39.311965,750.6,0.094,-5
25.673304,39.311976,750.6,0.102,-5
25.673234,39.311988,750.6,0.11,-4
25.673164,39.311999,750.6,0.118,-3
25.673094,39.31201,750.6,0.125,-3
25.673025,39.312021,750.6,0.133,-2
25.672955,39.312033,750.8,0.141,-1
25.672885,39.312044,751.4,0.149,0
25.672815,39.312055,751.9,0.157,1
25.672746,39.312066,752.4,0.165,2
25.672676,39.312078,753,0.173,2
25.672606,39.312089,753.5,0.18,3
25.672537,39.3121,754,0.188,3
25.672467,39.312111,754.4,0.196,4
25.672397,39.312123,754.9,0.204,4
25.672327,39.312134,755.4,0.212,5
25.672258,39.312145,755.5,0.22,5
25.672188,39.312156,755.5,0.227,5
25.672118,39.312168,755.5,0.235,5
25.672049,39.312179,755.5,0.243,5
25.671979,39.31219,755.5,0.251,4
25.671909,39.312201,755.5,0.259,4
25.671839,39.312213,755.5,0.267,3
25.67177,39.312224,755.5,0.275,3
25.6717,39.312235,755.6,0.282,2
25.67163,39.312246,755.6,0.29,2
25.67156,39.312258,755.7,0.298,1
25.671491,39.312269,755.9,0.306,1
25.671421,39.31228,756.1,0.314,1
25.671351,39.312292,756.3,0.322,1
25.671282,39.312303,756.5,0.329,1
25.671212,39.312314,756.8,0.337,1
25.671142,39.312325,757,0.345,2
25.671072,39.312337,757.3,0.353,2
25.671003,39.312348,757.6,0.361,2
25.670933,39.312359,757.9,0.369,2
25.670863,39.31237,757.9,0.376,2
25.670793,39.312382,757.9,0.384,2
25.670724,39.312393,758,0.392,2
25.670654,39.312404,758,0.4,2
25.670584,39.312415,758,0.408,2
25.670515,39.312427,758,0.416,2
25.670445,39.312438,758,0.424,2
25.670375,39.312449,757.9,0.431,1
25.670305,39.31246,757.9,0.439,1
25.670236,39.312472,757.9,0.447,1
25.670166,39.312483,757.8,0.455,1
25.670096,39.312494,757.7,0.463,0
25.670026,39.312505,757.7,0.471,0
25.669957,39.312517,757.6,0.478,0
25.669887,39.312528,757.4,0.486,-1
25.669817,39.312539,757.2,0.494,-1
25.669748,39.31255,757,0.502,-1
25.669678,39.312562,756.8,0.51,-1
25.669608,39.312573,756.6,0.518,-1
25.669538,39.312584,756.4,0.526,-2
25.669469,39.312595,756.2,0.533,-2
25.669399,39.312607,756,0.541,-2
25.669329,39.312618,755.8,0.549,-2
25.669259,39.312629,755.6,0.557,-2
25.66919,39.31264,755.4,0.565,-2
25.66912,39.312652,755.2,0.573,-2
25.66905,39.312663,755,0.58,-3
25.668981,39.312674,754.8,0.588,-3
25.668911,39.312685,754.6,0.596,-3
25.668841,39.312697,754.3,0.604,-3
25.668771,39.312708,753.8,0.612,-3
25.668702,39.312719,753.4,0.62,-3
25.668632,39.31273,753,0.627,-3
25.668562,39.312742,752.5,0.635,-4
25.668493,39.312753,752.1,0.643,-4
25.668423,39.312764,751.7,0.651,-4
25.668353,39.312776,751.3,0.659,-4
25.668283,39.312787,750.9,0.667,-4
25.668214,39.312798,750.5,0.675,-5
25.668144,39.312809,750,0.682,-5
