Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
15.54979,48.51009,972,0,
15.549838,48.510145,971.9,0.008,
15.549886,48.510199,971.9,0.016,
15.549934,48.510254,971.8,0.024,
15.549982,48.510308,971.8,0.032,
15.55003,48.510363,971.8,0.04,
15.550078,48.510417,971.7,0.048,0
15.550126,48.510472,971.7,0.055,0
15.550174,48.510526,971.8,0.063,0
15.550222,48.510581,971.8,0.071,0
15.55027,48.510635,971.8,0.079,0
15.550318,48.51069,971.9,0.087,0
15.550366,48.510744,971.9,0.095,0
15.550414,48.510799,972,0.103,0
15.550461,48.510853,972.1,0.111,0
15.550509,48.510908,972.2,0.119,0
15.550557,48.510962,972.3,0.127,0
15.550605,48.511017,972.4,0.135,1
15.550653,48.511071,972.5,0.143,1
15.550701,48.511126,972.6,0.15,1
15.550749,48.51118,972.7,0.158,1
15.550797,48.511235,972.8,0.166,1
15.550845,48.511289,972.9,0.174,1
15.550893,48.511344,972.9,0.182,1
15.550941,48.511398,973,0.19,1
15.550989,48.511453,973,0.198,1
15.551037,48.511507,973,0.206,1
15.551085,48.511562,973.1,0.214,1
15.551133,48.511616,973.2,0.222,1
15.551181,48.511671,973.3,0.23,1
15.551229,48.511725,973.4,0.238,1
15.551277,48.51178,973.4,0.245,1
15.551325,48.511834,973.5,0.253,1
15.551373,48.511889,973.5,0.261,1
15.551421,48.511943,973.5,0.269,1
15.551469,48.511998,973.5,0.277,1
15.551517,48.512052,973.5,0.285,1
15.551565,48.512107,973.4,0.293,0
15.551613,48.512161,973.3,0.301,0
15.551661,48.512216,973.3,0.309,0
15.551708,48.51227,973.2,0.317,0
15.551756,48.512325,973.1,0.325,0
15.551804,48.512379,973,0.333,0
15.551852,48.512434,973,0.34,0
15.5519,48.512488,973,0.348,0
15.551948,48.512543,973,0.356,0
15.551996,48.512597,973,0.364,-1
15.552044,48.512652,973,0.372,-1
15.552092,48.512706,973,0.38,0
15.55214,48.512761,973,0.388,0
15.552188,48.512815,973,0.396,0
15.552236,48.51287,973,0.404,0
15.552284,48.512924,973.1,0.412,0
15.552332,48.512979,973.1,0.42,0
15.55238,48.513033,973.2,0.428,0
15.552428,48.513088,973.3,0.435,0
15.552476,48.513142,973.4,0.443,0
15.552524,48.513197,973.5,0.451,0
15.552572,48.513251,973.5,0.459,1
15.55262,48.513306,973.6,0.467,1
15.552668,48.51336,973.7,0.475,1
15.552716,48.513415,973.8,0.483,1
15.552764,48.513469,973.9,0.491,1
15.552812,48.513524,973.9,0.499,1
15.55286,48.513578,974,0.507,1
15.552908,48.513633,974.2,0.515,1
15.552955,48.513687,974.3,0.523,1
15.553003,48.513742,974.4,0.53,1
15.553051,48.513797,974.6,0.538,1
15.553099,48.513851,974.8,0.546,1
15.553147,48.513906,974.9,0.554,1
15.553195,48.51396,975.1,0.562,2
15.553243,48.514015,975.4,0.57,2
15.553291,48.514069,975.6,0.578,2
15.553339,48.514124,975.9,0.586,2
15.553387,48.514178,976.1,0.594,2
15.553435,48.514233,976.3,0.602,2
15.553483,48.514287,976.4,0.61,2
15.553531,48.514342,976.5,0.618,2
15.553579,48.514396,976.5,0.625,2
15.553627,48.514451,976.5,0.633,2
15.553675,48.514505,976.5,0.641,2
15.553723,48.51456,976.5,0.649,2
15.553771,48.514614,976.5,0.657,1
15.553819,48.514669,976.4,0.665,1
15.553867,48.514723,976.3,0.673,1
15.553915,48.514778,976.2,0.681,1
15.553963,48.514832,976.1,0.689,0
15.554011,48.514887,976.1,0.697,0
15.554059,48.514941,976,0.705,0
15.554107,48.514996,976.1,0.713,0
15.554155,48.51505,976.2,0.72,0
15.554202,48.515105,976.3,0.728,0
15.55425,48.515159,976.3,0.736,0
15.554298,48.515214,976.3,0.744,0
15.554346,48.515268,976.3,0.752,0
15.554394,48.515323,976.3,0.76,0
15.554442,48.515377,976.3,0.768,0
15.55449,48.515432,976.2,0.776,0
15.554538,48.515486,976.1,0.784,0
15.554586,48.515541,976,0.792,0
15.554634,48.515595,975.9,0.8,0
15.554682,48.51565,975.9,0.808,0
15.55473,48.515704,975.9,0.815,0
15.554778,48.515759,975.9,0.823,0
15.554826,48.515813,975.9,0.831,0
15.554874,48.515868,975.9,0.839,0
15.554922,48.515922,975.9,0.847,0
15.55497,48.515977,975.9,0.855,0
15.555018,48.516031,976,0.863,0
15.555066,48.516086,976,0.871,0
15.555114,48.51614,976,0.879,0
15.555162,48.516195,976,0.887,0
15.55521,48.516249,976,0.895,0
15.555258,48.516304,976,0.903,0
15.555306,48.516358,976.1,0.91,0
15.555354,48.516413,976.2,0.918,0
15.555402,48.516467,976.2,0.926,0
15.555449,48.516522,976.3,0.934,0
15.555497,48.516576,976.3,0.942,0
15.555545,48.516631,976.3,0.95,0
15.555593,48.516685,976.4,0.958,0
15.555641,48.51674,976.4,0.966,0
15.555689,48.516794,976.4,0.974,0
15.555737,48.516849,976.3,0.982,0
15.555785,48.516904,976.3,0.99,0
15.555833,48.516958,976.3,0.998,0
15.555881,48.517013,976.3,1.005,0
15.555929,48.517067,976.3,1.013,0
15.555977,48.517122,976.4,1.021,0
15.556025,48.517176,976.7,1.029,0
15.556073,48.517231,976.9,1.037,1
15.556121,48.517285,977.1,1.045,1
15.556169,48.51734,977.3,1.053,1
15.556217,48.517394,977.5,1.061,1
15.556265,48.517449,977.6,1.069,1
15.556313,48.517503,977.7,1.077,1
15.556361,48.517558,977.8,1.085,1
15.556409,48.517612,977.9,1.093,2
15.556457,48.517667,978,1.1,2
15.556505,48.517721,978.1,1.108,2
15.556553,48.517776,978.3,1.116,2
15.556601,48.51783,978.4,1.124,2
15.556648,48.517885,978.6,1.132,2
15.556696,48.517939,978.8,1.14,2
15.556744,48.517994,979.1,1.148,2
15.556792,48.518048,979.3,1.156,2
15.55684,48.518103,979.4,1.164,2
15.556888,48.518157,979.6,1.172,2
15.556936,48.518212,979.7,1.18,2
15.556984,48.518266,979.8,1.188,2
15.557032,48.518321,979.9,1.195,2
15.55708,48.518375,980,1.203,2
15.557128,48.51843,980.1,1.211,2
15.557176,48.518484,980.2,1.219,2
15.557224,48.518539,980.2,1.227,2
15.557272,48.518593,980.3,1.235,2
